MONTH,SUPPLIER,FACTORY,COUNTRY,DPN,LOB,WATT_LEVEL,LR,CONSUMPTION,VID,CND,PID
JA,A,Chengdu,China,7FHHV,Consumer,Medium,0,280,0,0,0
JA,A,Chengdu,China,7FHHV,Consumer,Medium,0,876,0,0,0
JA,A,Chengdu,China,7FHHV,Commercial,Medium,0,73,0,0,0
JA,A,Chengdu,China,7FHHV,Commercial,Medium,0,160,0,0,0
JA,A,Chengdu,China,7FHHV,Commercial,Medium,0,153,0,0,0
JA,A,Chengdu,China,7FHHV,Commercial,Medium,0,60,0,0,0
JA,A,Chengdu,China,7FHHV,Consumer,Medium,0,11,0,0,0
JA,A,Chengdu,China,FW8KR,Consumer,Low,1,3966,0,0,1
JA,A,Chengdu,China,FW8KR,Consumer,Low,1,4176,0,0,1
JA,A,Chengdu,China,FW8KR,Consumer,Low,0,715,0,0,0
JA,A,Chengdu,China,FW8KR,Consumer,Low,0,475,0,0,0
JA,A,Chengdu,China,FW8KR,Consumer,Low,0,80,0,0,0
JA,A,Chengdu,China,FW8KR,Consumer,Low,0,3909,0,0,0
JA,A,Chengdu,China,FW8KR,Consumer,Low,0,20,0,0,0
JA,A,Chengdu,China,FW8KR,Consumer,Low,1,670,0,0,1
JA,A,Chengdu,China,FW8KR,Consumer,Low,1,1383,0,0,1
JA,A,Chengdu,China,FW8KR,Consumer,Low,0,159,0,0,0
JA,A,Chengdu,China,FW8KR,Consumer,Low,0,1536,0,0,0
JA,A,Chengdu,China,FW8KR,Consumer,Low,0,33,0,0,0
JA,A,Chengdu,China,FW8KR,Consumer,Low,0,159,0,0,0
JA,A,Chengdu,China,FW8KR,Consumer,Low,0,30,0,0,0
JA,A,Chengdu,China,FW8KR,Consumer,Low,0,363,0,0,0
JA,A,Chengdu,China,FW8KR,Consumer,Low,0,946,0,0,0
JA,A,Chengdu,China,FW8KR,Commercial,Low,0,1984,0,0,0
JA,A,Chengdu,China,FW8KR,Commercial,Low,1,1344,0,0,1
JA,A,Chengdu,China,FW8KR,Commercial,Low,0,710,0,0,0
JA,A,Chengdu,China,FW8KR,Commercial,Low,0,2544,0,0,0
JA,A,Chengdu,China,FW8KR,Consumer,Low,0,214,0,0,0
JA,A,Chengdu,China,FW8KR,Consumer,Low,0,300,0,0,0
JA,A,Chengdu,China,FW8KR,Consumer,Low,0,415,0,0,0
JA,A,Chengdu,China,FW8KR,Consumer,Low,0,631,0,0,0
JA,A,Chengdu,China,FW8KR,Consumer,Low,0,143,0,0,0
JA,A,Chengdu,China,FW8KR,Consumer,Low,0,333,0,0,0
JA,A,Chengdu,China,FW8KR,Consumer,Low,0,748,0,0,0
JA,A,Chengdu,China,FW8KR,Consumer,Low,0,1,0,0,0
JA,A,Kunshan,China,7PWKV,Gaming,High,0,1,0,0,0
JA,A,Kunshan,China,7PWKV,Gaming,High,0,300,0,0,0
JA,A,Kunshan,China,9W9MX,Commercial,Low,0,58,0,0,0
JA,A,Kunshan,China,9W9MX,Commercial,Low,0,65,0,0,0
JA,A,Kunshan,China,9W9MX,Commercial,Low,0,2192,0,0,0
JA,A,Kunshan,China,9W9MX,Commercial,Low,0,371,0,0,0
JA,A,Kunshan,China,9W9MX,Commercial,Low,0,261,0,0,0
JA,A,Kunshan,China,9W9MX,Commercial,Low,0,1,0,0,0
JA,A,Kunshan,China,9W9MX,Commercial,Low,0,2343,0,0,0
JA,A,Kunshan,China,CP6DF,Consumer,Medium,0,25,0,0,0
JA,A,Kunshan,China,CP6DF,Consumer,Medium,0,182,0,0,0
JA,A,Kunshan,China,CP6DF,Consumer,Medium,0,1634,0,0,0
JA,A,Kunshan,China,CP6DF,Consumer,Medium,0,1021,0,0,0
JA,A,Kunshan,China,DJWGP,Commercial,Medium,0,938,0,0,0
JA,A,Kunshan,China,DJWGP,Commercial,Medium,0,468,0,0,0
JA,A,Kunshan,China,DJWGP,Commercial,Medium,0,483,0,0,0
JA,A,Kunshan,China,DJWGP,Commercial,Medium,0,151,0,0,0
JA,A,Kunshan,China,DJWGP,Commercial,Medium,0,7233,0,0,0
JA,A,Kunshan,China,DJWGP,Commercial,Medium,0,146,0,0,0
JA,A,Kunshan,China,DJWGP,Commercial,Medium,0,1,0,0,0
JA,A,Kunshan,China,DJWGP,Commercial,Medium,0,799,0,0,0
JA,A,Kunshan,China,DJWGP,Commercial,Medium,0,1952,0,0,0
JA,A,Kunshan,China,DJWGP,Commercial,Medium,0,1470,0,0,0
JA,A,Kunshan,China,DJWGP,Commercial,Medium,0,195,0,0,0
JA,A,Kunshan,China,FW8KR,Commercial,Low,0,148,0,0,0
JA,A,Kunshan,China,FW8KR,Commercial,Low,0,7,0,0,0
JA,A,Kunshan,China,FY8XM,Commercial,Low,0,15018,0,0,0
JA,A,Kunshan,China,FY8XM,Commercial,Low,0,4422,0,0,0
JA,A,Kunshan,China,FY8XM,Commercial,Low,0,93,0,0,0
JA,A,Kunshan,China,FY8XM,Commercial,Low,0,100,0,0,0
JA,A,Kunshan,China,FY8XM,Commercial,Low,0,84,0,0,0
JA,A,Kunshan,China,FY8XM,Commercial,Low,0,7736,0,0,0
JA,A,Kunshan,China,FY8XM,Commercial,Low,0,127,0,0,0
JA,A,Kunshan,China,GHXKY,Consumer,Medium,0,19,0,0,0
JA,A,Kunshan,China,GHXKY,Consumer,Medium,0,449,0,0,0
JA,A,Kunshan,China,GHXKY,Consumer,Medium,0,63,0,0,0
JA,A,Kunshan,China,GW0K9,Consumer,High,0,291,0,0,0
JA,A,Kunshan,China,GW0K9,Consumer,High,0,1166,0,0,0
JA,A,Kunshan,China,GW0K9,Consumer,High,0,128,0,0,0
JA,A,Kunshan,China,GW0K9,Consumer,High,0,405,0,0,0
JA,A,Kunshan,China,KCM82,Commercial,Medium,0,113,0,0,0
JA,A,Kunshan,China,KCM82,Commercial,Medium,0,81,0,0,0
JA,A,Kunshan,China,KCM82,Commercial,Medium,0,389,0,0,0
JA,A,Kunshan,China,KCM82,Commercial,Medium,0,2955,0,0,0
JA,A,Kunshan,China,KCM82,Commercial,Medium,0,8576,0,0,0
JA,A,Kunshan,China,KCM82,Commercial,Medium,0,316,0,0,0
JA,A,Kunshan,China,KCM82,Commercial,Medium,0,464,0,0,0
JA,A,Kunshan,China,KCM82,Commercial,Medium,0,24,0,0,0
JA,A,Kunshan,China,KCM82,Commercial,Medium,0,728,0,0,0
JA,A,Kunshan,China,KCM82,Commercial,Medium,0,46,0,0,0
JA,A,Kunshan,China,KCM82,Commercial,Medium,0,235,0,0,0
JA,A,Kunshan,China,KCM82,Commercial,Medium,0,857,0,0,0
JA,A,Kunshan,China,KCM82,Commercial,Medium,0,1791,0,0,0
JA,A,Kunshan,China,KCM82,Commercial,Medium,0,927,0,0,0
JA,A,Kunshan,China,KCM82,Commercial,Medium,0,565,0,0,0
JA,A,Kunshan,China,KCM82,Consumer,Medium,0,84,0,0,0
JA,A,Kunshan,China,KCM82,Consumer,Medium,0,300,0,0,0
JA,A,Kunshan,China,KCM82,Consumer,Medium,0,676,0,0,0
JA,A,Kunshan,China,KG7VF,Commercial,Medium,0,25,0,0,0
JA,A,Kunshan,China,KG7VF,Commercial,Medium,0,776,0,0,0
JA,A,Kunshan,China,KG7VF,Commercial,Medium,0,616,0,0,0
JA,A,Kunshan,China,KG7VF,Commercial,Medium,0,2676,0,0,0
JA,A,Kunshan,China,KG7VF,Commercial,Medium,0,6,0,0,0
JA,A,Kunshan,China,KG7VF,Commercial,Medium,0,18,0,0,0
JA,A,Kunshan,China,KG7VF,Commercial,Medium,0,1596,0,0,0
JA,A,Kunshan,China,KG7VF,Commercial,Medium,0,6234,0,0,0
JA,A,Kunshan,China,KG7VF,Commercial,Medium,0,135,0,0,0
JA,A,Kunshan,China,KG7VF,Commercial,Medium,0,1623,0,0,0
JA,A,Kunshan,China,KG7VF,Commercial,Medium,0,2564,0,0,0
JA,A,Kunshan,China,KG7VF,Commercial,Medium,0,18442,0,0,0
JA,A,Kunshan,China,TMFYT,Consumer,Medium,0,103,0,0,0
JA,A,Kunshan,China,TMFYT,Consumer,Medium,0,4,0,0,0
JA,A,Kunshan,China,TMFYT,Consumer,Medium,0,953,0,0,0
JA,A,Kunshan,China,TMFYT,Consumer,Medium,0,17,0,0,0
JA,A,Kunshan,China,WYCVV,Commercial,Low,0,181,0,0,0
JA,A,Kunshan,China,WYCVV,Commercial,Low,0,75,0,0,0
JA,A,Penang,Malaysia,CP6DF,Consumer,Medium,0,4,0,0,0
JA,A,Penang,Malaysia,GHXKY,Consumer,Medium,0,339,0,0,0
JA,A,Penang,Malaysia,GHXKY,Consumer,Medium,0,18,0,0,0
JA,A,Penang,Malaysia,GW0K9,Consumer,High,0,60,0,0,0
JA,A,Penang,Malaysia,GW0K9,Consumer,High,0,143,0,0,0
JA,A,Mumbai,India,FW8KR,Consumer,Low,0,66,0,0,0
JA,A,Mumbai,India,FW8KR,Consumer,Low,0,48,0,0,0
JA,A,Suzhou,China,6YV0V,Gaming,High,0,112,0,0,0
JA,A,Suzhou,China,6YV0V,Consumer,High,0,3,0,0,0
JA,A,Suzhou,China,6YV0V,Consumer,High,0,3,0,0,0
JA,A,Suzhou,China,FW8KR,Consumer,Low,0,713,0,0,0
JA,A,Suzhou,China,HYWXJ,Gaming,Medium,0,243,0,0,0
JA,A,Suzhou,China,HYWXJ,Gaming,Medium,0,689,0,0,0
JA,A,Suzhou,China,HYWXJ,Gaming,Medium,0,542,0,0,0
JA,A,Suzhou,China,HYWXJ,Consumer,Medium,0,460,0,0,0
JA,A,Suzhou,China,HYWXJ,Consumer,Medium,0,1130,0,0,0
JA,A,Suzhou,China,RPJC3,Consumer,Low,0,1527,0,0,0
JA,A,Suzhou,China,RPJC3,Consumer,Low,0,826,0,0,0
JA,A,Chengdu,China,7FHHV,Consumer,Medium,0,1,0,0,0
JA,A,Chengdu,China,7FHHV,Consumer,Medium,0,13,0,0,0
JA,A,Chengdu,China,7FHHV,Consumer,Medium,0,6,0,0,0
JA,A,Chengdu,China,7FHHV,Consumer,Medium,0,27,0,0,0
JA,A,Chengdu,China,7FHHV,Commercial,Medium,0,26,0,0,0
JA,A,Chengdu,China,7FHHV,Commercial,Medium,0,85,0,0,0
JA,A,Chengdu,China,FW8KR,Consumer,Low,0,2,0,0,0
JA,A,Chengdu,China,FW8KR,Consumer,Low,0,2,0,0,0
JA,A,Chengdu,China,FW8KR,Consumer,Low,0,5,0,0,0
JA,A,Chengdu,China,FW8KR,Consumer,Low,0,32,0,0,0
JA,A,Chengdu,China,FY8XM,Commercial,Low,0,38,0,0,0
JA,A,Chengdu,China,FY8XM,Commercial,Low,0,3184,0,0,0
JA,A,Chengdu,China,RPJC3,Consumer,Low,0,157,0,0,0
JA,A,Chengdu,China,RPJC3,Consumer,Low,0,12,0,0,0
JA,A,Chengdu,China,RPJC3,Consumer,Low,0,1993,0,0,0
JA,A,Chengdu,China,RPJC3,Consumer,Low,0,7301,0,0,0
JA,B,Brasilia,Brazil,1RH5X,Consumer,Low,0,262,0,0,0
JA,B,Brasilia,Brazil,1RH5X,Consumer,Low,0,30,0,0,0
JA,B,Brasilia,Brazil,1RH5X,Consumer,Low,0,1437,0,0,0
JA,B,Brasilia,Brazil,1RH5X,Consumer,Low,0,1,0,0,0
JA,B,Brasilia,Brazil,1RH5X,Consumer,Low,0,1407,0,0,0
JA,B,Brasilia,Brazil,1RH5X,Consumer,Low,1,1104,1,0,0
JA,B,Brasilia,Brazil,1RH5X,Commercial,Low,3,2404,2,0,1
JA,B,Brasilia,Brazil,1RH5X,Commercial,Low,0,682,0,0,0
JA,B,Brasilia,Brazil,1RH5X,Consumer,Low,0,216,0,0,0
JA,B,Brasilia,Brazil,7GNNN,Consumer,Low,0,120,0,0,0
JA,B,Brasilia,Brazil,7GNNN,Consumer,Low,0,3121,0,0,0
JA,B,Brasilia,Brazil,7GNNN,Consumer,Low,0,250,0,0,0
JA,C,Brasilia,Brazil,2X39G,Commercial,Medium,0,7,0,0,0
JA,C,Brasilia,Brazil,2X39G,Commercial,Medium,0,11,0,0,0
JA,C,Brasilia,Brazil,2X39G,Commercial,Medium,0,4,0,0,0
JA,C,Brasilia,Brazil,2X39G,Commercial,Medium,0,9,0,0,0
JA,C,Brasilia,Brazil,2X39G,Commercial,Medium,0,2,0,0,0
JA,C,Brasilia,Brazil,2X39G,Commercial,Medium,0,2,0,0,0
JA,C,Brasilia,Brazil,2X39G,Commercial,Medium,0,117,0,0,0
JA,C,Brasilia,Brazil,3VC9Y,Commercial,Low,0,15,0,0,0
JA,C,Brasilia,Brazil,3VC9Y,Commercial,Low,0,463,0,0,0
JA,C,Brasilia,Brazil,3VC9Y,Commercial,Low,0,242,0,0,0
JA,C,Brasilia,Brazil,7PY0D,Consumer,Low,0,13,0,0,0
JA,C,Brasilia,Brazil,99NF2,Consumer,Medium,0,143,0,0,0
JA,C,Brasilia,Brazil,99NF2,Consumer,Medium,0,460,0,0,0
JA,C,Brasilia,Brazil,99NF2,Commercial,Medium,0,114,0,0,0
JA,C,Brasilia,Brazil,99NF2,Commercial,Medium,0,73,0,0,0
JA,C,Brasilia,Brazil,MYJ96,Commercial,Medium,0,54,0,0,0
JA,C,Brasilia,Brazil,MYJ96,Commercial,Medium,0,64,0,0,0
JA,C,Brasilia,Brazil,MYJ96,Commercial,Medium,0,104,0,0,0
JA,C,Brasilia,Brazil,MYJ96,Commercial,Medium,0,239,0,0,0
JA,C,Chengdu,China,8YPRW,Consumer,Low,0,2,0,0,0
JA,C,Chengdu,China,99NF2,Consumer,Medium,0,564,0,0,0
JA,C,Chengdu,China,99NF2,Consumer,Medium,0,1,0,0,0
JA,C,Chengdu,China,99NF2,Consumer,Medium,0,1,0,0,0
JA,C,Chengdu,China,99NF2,Consumer,Medium,0,298,0,0,0
JA,C,Chengdu,China,99NF2,Commercial,Medium,0,31,0,0,0
JA,C,Chengdu,China,99NF2,Commercial,Medium,0,148,0,0,0
JA,C,Chengdu,China,99NF2,Commercial,Medium,0,34,0,0,0
JA,C,Chengdu,China,99NF2,Commercial,Medium,0,20,0,0,0
JA,C,Kunshan,China,2X39G,Commercial,Medium,0,1,0,0,0
JA,C,Kunshan,China,2X39G,Commercial,Medium,0,100,0,0,0
JA,C,Kunshan,China,2X39G,Commercial,Medium,0,107,0,0,0
JA,C,Kunshan,China,2X39G,Commercial,Medium,0,1,0,0,0
JA,C,Kunshan,China,2X39G,Commercial,Medium,0,21,0,0,0
JA,C,Kunshan,China,2X39G,Commercial,Medium,0,69,0,0,0
JA,C,Kunshan,China,2X39G,Commercial,Medium,0,4,0,0,0
JA,C,Kunshan,China,2X39G,Commercial,Medium,0,29,0,0,0
JA,C,Kunshan,China,2X39G,Commercial,Medium,0,9,0,0,0
JA,C,Kunshan,China,4RRR3,Gaming,Medium,0,21,0,0,0
JA,C,Kunshan,China,546FF,Gaming,Medium,0,3,0,0,0
JA,C,Kunshan,China,5XJ28,Consumer,High,0,31,0,0,0
JA,C,Kunshan,China,5XJ28,Consumer,High,0,1,0,0,0
JA,C,Kunshan,China,5XJ28,Consumer,High,0,275,0,0,0
JA,C,Kunshan,China,5XJ28,Consumer,High,0,3344,0,0,0
JA,C,Kunshan,China,5XJ28,Consumer,High,0,6153,0,0,0
JA,C,Kunshan,China,6CYH6,Commercial,Medium,0,88,0,0,0
JA,C,Kunshan,China,725KY,Commercial,Medium,0,400,0,0,0
JA,C,Kunshan,China,725KY,Commercial,Medium,0,2073,0,0,0
JA,C,Kunshan,China,7M0T6,Consumer,High,0,60,0,0,0
JA,C,Kunshan,China,7M0T6,Consumer,High,0,277,0,0,0
JA,C,Kunshan,China,7M0T6,Consumer,High,0,50,0,0,0
JA,C,Kunshan,China,7M0T6,Consumer,High,0,574,0,0,0
JA,C,Kunshan,China,83XPC,Commercial,Medium,0,2,0,0,0
JA,C,Kunshan,China,83XPC,Commercial,Medium,0,19,0,0,0
JA,C,Kunshan,China,83XPC,Commercial,Medium,0,14,0,0,0
JA,C,Kunshan,China,83XPC,Commercial,Medium,0,130,0,0,0
JA,C,Kunshan,China,83XPC,Commercial,Medium,0,393,0,0,0
JA,C,Kunshan,China,83XPC,Commercial,Medium,0,2,0,0,0
JA,C,Kunshan,China,83XPC,Commercial,Medium,0,10,0,0,0
JA,C,Kunshan,China,83XPC,Commercial,Medium,0,429,0,0,0
JA,C,Kunshan,China,83XPC,Commercial,Medium,0,121,0,0,0
JA,C,Kunshan,China,83XPC,Commercial,Medium,0,6,0,0,0
JA,C,Kunshan,China,8YPRW,Commercial,Low,0,80,0,0,0
JA,C,Kunshan,China,C27RW,Commercial,Low,0,27,0,0,0
JA,C,Kunshan,China,C27RW,Commercial,Low,0,31,0,0,0
JA,C,Kunshan,China,C27RW,Commercial,Low,0,474,0,0,0
JA,C,Kunshan,China,C27RW,Commercial,Low,0,6,0,0,0
JA,C,Kunshan,China,C27RW,Commercial,Low,0,596,0,0,0
JA,C,Kunshan,China,C27RW,Commercial,Low,0,1,0,0,0
JA,C,Kunshan,China,C27RW,Commercial,Low,0,194,0,0,0
JA,C,Kunshan,China,C27RW,Commercial,Low,0,3,0,0,0
JA,C,Kunshan,China,C27RW,Commercial,Low,0,2061,0,0,0
JA,C,Kunshan,China,CFX97,Commercial,Low,0,143,0,0,0
JA,C,Kunshan,China,DV9NT,Commercial,Medium,0,62,0,0,0
JA,C,Kunshan,China,DV9NT,Commercial,Medium,0,26,0,0,0
JA,C,Kunshan,China,DV9NT,Commercial,Medium,0,878,0,0,0
JA,C,Kunshan,China,DV9NT,Commercial,Medium,0,4694,0,0,0
JA,C,Kunshan,China,DV9NT,Commercial,Medium,0,7911,0,0,0
JA,C,Kunshan,China,DV9NT,Commercial,Medium,0,176,0,0,0
JA,C,Kunshan,China,DV9NT,Commercial,Medium,0,385,0,0,0
JA,C,Kunshan,China,DV9NT,Commercial,Medium,0,53,0,0,0
JA,C,Kunshan,China,DV9NT,Commercial,Medium,0,185,0,0,0
JA,C,Kunshan,China,DV9NT,Commercial,Medium,0,5,0,0,0
JA,C,Kunshan,China,DV9NT,Commercial,Medium,0,93,0,0,0
JA,C,Kunshan,China,DV9NT,Commercial,Medium,0,4203,0,0,0
JA,C,Kunshan,China,DV9NT,Commercial,Medium,0,2462,0,0,0
JA,C,Kunshan,China,DV9NT,Commercial,Medium,0,1668,0,0,0
JA,C,Kunshan,China,DV9NT,Commercial,Medium,0,1509,0,0,0
JA,C,Kunshan,China,DV9NT,Consumer,Medium,0,26,0,0,0
JA,C,Kunshan,China,DV9NT,Consumer,Medium,0,351,0,0,0
JA,C,Kunshan,China,DV9NT,Consumer,Medium,0,745,0,0,0
JA,C,Kunshan,China,FPT1C,Commercial,Medium,0,1,0,0,0
JA,C,Kunshan,China,FPT1C,Commercial,Medium,0,360,0,0,0
JA,C,Kunshan,China,FPT1C,Commercial,Medium,0,6,0,0,0
JA,C,Kunshan,China,FPT1C,Commercial,Medium,0,156,0,0,0
JA,C,Kunshan,China,FPT1C,Commercial,Medium,0,3146,0,0,0
JA,C,Kunshan,China,FPT1C,Commercial,Medium,0,281,0,0,0
JA,C,Kunshan,China,FPT1C,Commercial,Medium,0,17,0,0,0
JA,C,Kunshan,China,FPT1C,Commercial,Medium,0,44,0,0,0
JA,C,Kunshan,China,FPT1C,Commercial,Medium,0,2,0,0,0
JA,C,Kunshan,China,FPT1C,Commercial,Medium,0,1474,0,0,0
JA,C,Kunshan,China,FPT1C,Commercial,Medium,0,1493,0,0,0
JA,C,Kunshan,China,FPT1C,Consumer,Medium,0,1,0,0,0
JA,C,Kunshan,China,FPT1C,Consumer,Medium,0,166,0,0,0
JA,C,Kunshan,China,FTG78,Commercial,Low,0,385,0,0,0
JA,C,Kunshan,China,H6K6V,Consumer,Medium,0,17,0,0,0
JA,C,Kunshan,China,H6K6V,Consumer,Medium,0,143,0,0,0
JA,C,Kunshan,China,H6K6V,Consumer,Medium,0,2,0,0,0
JA,C,Kunshan,China,H6K6V,Consumer,Medium,0,63,0,0,0
JA,C,Kunshan,China,H754V,Consumer,Medium,0,120,0,0,0
JA,C,Kunshan,China,H754V,Consumer,Medium,0,1,0,0,0
JA,C,Kunshan,China,H754V,Consumer,Medium,0,1,0,0,0
JA,C,Kunshan,China,H754V,Consumer,Medium,0,292,0,0,0
JA,C,Kunshan,China,MYJ96,Commercial,Medium,0,28,0,0,0
JA,C,Kunshan,China,MYJ96,Commercial,Medium,0,94,0,0,0
JA,C,Kunshan,China,MYJ96,Commercial,Medium,0,101,0,0,0
JA,C,Kunshan,China,MYJ96,Commercial,Medium,0,1,0,0,0
JA,C,Kunshan,China,MYJ96,Commercial,Medium,0,990,0,0,0
JA,C,Kunshan,China,MYJ96,Commercial,Medium,0,202,0,0,0
JA,C,Kunshan,China,MYJ96,Commercial,Medium,0,2484,0,0,0
JA,C,Kunshan,China,NP0V3,Consumer,Low,0,301,0,0,0
JA,C,Kunshan,China,NP0V3,Consumer,Low,0,194,0,0,0
JA,C,Kunshan,China,NY5PG,Commercial,High,0,5,0,0,0
JA,C,Kunshan,China,NY5PG,Consumer,High,0,18,0,0,0
JA,C,Kunshan,China,NY5PG,Consumer,High,0,132,0,0,0
JA,C,Kunshan,China,RNP72,Consumer,Medium,0,1,0,0,0
JA,C,Kunshan,China,RNP72,Consumer,Medium,0,2289,0,0,0
JA,C,Kunshan,China,X16TW,Commercial,Low,0,680,0,0,0
JA,C,Kunshan,China,X16TW,Commercial,Low,0,1498,0,0,0
JA,C,Kunshan,China,Y07HK,Commercial,Low,0,403,0,0,0
JA,C,Kunshan,China,Y07HK,Commercial,Low,0,389,0,0,0
JA,C,Penang,Malaysia,5D91C,Consumer,Medium,0,5,0,0,0
JA,C,Penang,Malaysia,6CYH6,Commercial,Medium,0,5,0,0,0
JA,C,Penang,Malaysia,83XPC,Commercial,Medium,0,4,0,0,0
JA,C,Penang,Malaysia,83XPC,Commercial,Medium,0,245,0,0,0
JA,C,Penang,Malaysia,83XPC,Commercial,Medium,0,249,0,0,0
JA,C,Penang,Malaysia,FPT1C,Commercial,Medium,0,52,0,0,0
JA,C,Penang,Malaysia,FPT1C,Commercial,Medium,0,9,0,0,0
JA,C,Penang,Malaysia,FPT1C,Commercial,Medium,0,206,0,0,0
JA,C,Penang,Malaysia,FPT1C,Commercial,Medium,0,8,0,0,0
JA,C,Penang,Malaysia,FTG78,Commercial,Low,0,19,0,0,0
JA,C,Penang,Malaysia,MYJ96,Commercial,Medium,0,3,0,0,0
JA,C,Penang,Malaysia,MYJ96,Commercial,Medium,0,1,0,0,0
JA,C,Penang,Malaysia,MYJ96,Commercial,Medium,0,50,0,0,0
JA,C,Penang,Malaysia,MYJ96,Commercial,Medium,0,23,0,0,0
JA,C,Mumbai,India,8YPRW,Consumer,Low,0,250,0,0,0
JA,C,Chengdu,China,1GGDK,Commercial,Medium,0,166,0,0,0
JA,C,Chengdu,China,7PY0D,Consumer,Low,0,1605,0,0,0
JA,C,Chengdu,China,7PY0D,Consumer,Low,0,104,0,0,0
JA,C,Chengdu,China,7PY0D,Consumer,Low,0,182,0,0,0
JA,C,Chengdu,China,7PY0D,Consumer,Low,0,47,0,0,0
JA,C,Chengdu,China,7PY0D,Consumer,Low,0,221,0,0,0
JA,C,Chengdu,China,7PY0D,Consumer,Low,0,1797,0,0,0
JA,C,Chengdu,China,7PY0D,Consumer,Low,0,697,0,0,0
JA,C,Chengdu,China,7PY0D,Consumer,Low,0,832,0,0,0
JA,C,Chengdu,China,7PY0D,Consumer,Low,0,8,0,0,0
JA,C,Chengdu,China,7PY0D,Consumer,Low,0,1376,0,0,0
JA,C,Chengdu,China,7PY0D,Consumer,Low,0,635,0,0,0
JA,C,Chengdu,China,7PY0D,Consumer,Low,0,390,0,0,0
JA,C,Chengdu,China,8YPRW,Consumer,Low,0,26,0,0,0
JA,C,Chengdu,China,8YPRW,Consumer,Low,0,32,0,0,0
JA,C,Chengdu,China,8YPRW,Consumer,Low,0,2,0,0,0
JA,C,Chengdu,China,8YPRW,Consumer,Low,0,711,0,0,0
JA,C,Chengdu,China,8YPRW,Consumer,Low,0,1722,0,0,0
JA,C,Chengdu,China,8YPRW,Consumer,Low,0,236,0,0,0
JA,C,Chengdu,China,8YPRW,Consumer,Low,0,1171,0,0,0
JA,C,Chengdu,China,8YPRW,Consumer,Low,0,1339,0,0,0
JA,C,Chengdu,China,8YPRW,Commercial,Low,0,420,0,0,0
JA,C,Chengdu,China,8YPRW,Commercial,Low,0,239,0,0,0
JA,C,Chengdu,China,8YPRW,Commercial,Low,0,1732,0,0,0
JA,C,Chengdu,China,99NF2,Consumer,Medium,0,13,0,0,0
JA,C,Chengdu,China,99NF2,Consumer,Medium,0,542,0,0,0
JA,C,Chengdu,China,99NF2,Consumer,Medium,0,95,0,0,0
JA,C,Chengdu,China,99NF2,Consumer,Medium,0,400,0,0,0
JA,C,Chengdu,China,99NF2,Commercial,Medium,0,8,0,0,0
JA,C,Chengdu,China,99NF2,Commercial,Medium,0,1700,0,0,0
JA,C,Chengdu,China,99NF2,Commercial,Medium,0,1147,0,0,0
JA,D,Chengdu,China,CYMGM,Consumer,Low,0,3162,0,0,0
JA,D,Chengdu,China,CYMGM,Consumer,Low,0,267,0,0,0
JA,D,Chengdu,China,CYMGM,Consumer,Low,0,342,0,0,0
JA,D,Chengdu,China,CYMGM,Consumer,Low,0,34,0,0,0
JA,D,Chengdu,China,CYMGM,Consumer,Low,0,398,0,0,0
JA,D,Chengdu,China,CYMGM,Consumer,Low,0,277,0,0,0
JA,D,Chengdu,China,CYMGM,Commercial,Low,0,2210,0,0,0
JA,D,Chengdu,China,CYMGM,Commercial,Low,0,3342,0,0,0
JA,D,Chengdu,China,CYMGM,Commercial,Low,0,549,0,0,0
JA,D,Chengdu,China,CYMGM,Commercial,Low,0,3279,0,0,0
JA,D,Chengdu,China,CYMGM,Consumer,Low,0,344,0,0,0
JA,D,Chengdu,China,W7NKD,Consumer,Medium,0,8454,0,0,0
JA,D,Chengdu,China,W7NKD,Consumer,Medium,4,4,0,3,1
JA,D,Chengdu,China,W7NKD,Consumer,Medium,0,1623,0,0,0
JA,D,Chengdu,China,W7NKD,Consumer,Medium,0,2927,0,0,0
JA,D,Chengdu,China,W7NKD,Consumer,Medium,1,1,0,1,0
JA,D,Chengdu,China,W7NKD,Consumer,Medium,0,4640,0,0,0
JA,D,Chengdu,China,W7NKD,Consumer,Medium,1,1,0,1,0
JA,D,Chengdu,China,W7NKD,Commercial,Medium,0,4454,0,0,0
JA,D,Chengdu,China,W7NKD,Commercial,Medium,0,3034,0,0,0
JA,D,Chengdu,China,W7NKD,Commercial,Medium,0,5354,0,0,0
JA,D,Chengdu,China,W7NKD,Commercial,Medium,0,796,0,0,0
JA,D,Chengdu,China,W7NKD,Commercial,Medium,0,1,0,0,0
JA,D,Chengdu,China,W7NKD,Consumer,Medium,0,30,0,0,0
JA,D,Kunshan,China,45N3J,Commercial,Low,0,233,0,0,0
JA,D,Kunshan,China,45N3J,Commercial,Low,0,1915,0,0,0
JA,D,Kunshan,China,45N3J,Commercial,Low,0,1591,0,0,0
JA,D,Kunshan,China,45N3J,Commercial,Low,0,711,0,0,0
JA,D,Kunshan,China,45N3J,Commercial,Low,0,3904,0,0,0
JA,D,Kunshan,China,45N3J,Commercial,Low,0,2,0,0,0
JA,D,Kunshan,China,45N3J,Commercial,Low,0,93,0,0,0
JA,D,Kunshan,China,45N3J,Commercial,Low,0,1,0,0,0
JA,D,Kunshan,China,45N3J,Commercial,Low,0,1410,0,0,0
JA,D,Kunshan,China,CYMGM,Commercial,Low,0,167,0,0,0
JA,D,Kunshan,China,CYMGM,Commercial,Low,0,3277,0,0,0
